% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
62613	1	1	1	0	28	2196	0	1	0
62713	1	1	1	0	28	2196	0	1	0
62813	1	1	1	0	28	2196	0	1	0
62913	1	1	1	0	28	2196	0	1	0
63013	1	1	1	0	28	2196	0	1	0
63113	1	1	1	0	28	2196	0	1	0
63213	1	1	1	0	28	2196	0	1	0
63313	1	1	1	0	28	2196	0	1	0
63413	1	1	1	0	28	2196	0	1	0
63513	1	1	1	0	28	2196	0	1	0
63613	1	1	1	0	28	2196	0	1	0
63713	1	1	1	0	28	2196	0	1	0
63813	1	1	1	0	28	2196	0	1	0
63913	1	1	1	0	28	2196	0	1	0
64013	1	1	1	0	28	2196	0	1	0
64113	1	1	1	0	28	2196	0	1	0
64213	1	1	1	0	28	2196	0	1	0
64313	1	1	1	0	28	2196	0	1	0
64413	1	1	1	0	28	2196	0	1	0
64513	1	1	1	0	28	2196	0	1	0
64613	1	1	1	0	28	2196	0	1	0
64713	1	1	1	0	28	2196	0	1	0
64813	1	1	1	0	28	2196	0	1	0
64913	1	1	1	0	28	2196	0	1	0
65013	1	1	1	0	28	2196	0	1	0
65113	1	1	1	0	28	2196	0	1	0
65213	1	1	1	0	28	2196	0	1	0
65313	1	1	1	0	28	2196	0	1	0
65413	1	1	1	0	28	2196	0	1	0
65513	1	1	1	0	28	2196	0	1	0
65613	1	1	1	0	28	2196	0	1	0
65713	1	1	1	0	28	2196	0	1	0
65813	1	1	1	0	28	2196	0	1	0
65913	1	1	1	0	28	2196	0	1	0
66013	1	1	1	0	28	2196	0	1	0
66113	1	1	1	0	28	2196	0	1	0
66213	1	1	1	0	28	2196	0	1	0
66313	1	1	1	0	28	2196	0	1	0
66413	1	1	1	0	28	2196	0	1	0
66513	1	1	1	0	28	2196	0	1	0
66613	1	1	1	0	28	2196	0	1	0
66713	1	1	1	0	28	2196	0	1	0
66813	1	1	1	0	28	2196	0	1	0
66913	1	1	1	0	28	2196	0	1	0
67013	1	1	1	0	28	2196	0	1	0
67113	1	1	1	0	28	2196	0	1	0
67213	1	1	1	0	28	2196	0	1	0
67313	1	1	1	0	28	2196	0	1	0
67413	1	1	1	0	28	2196	0	1	0
67513	1	1	1	0	28	2196	0	1	0
67613	1	1	1	0	28	2196	0	1	0
67713	1	1	1	0	28	2196	0	1	0
67813	1	1	1	0	28	2196	0	1	0
67913	1	1	1	0	28	2196	0	1	0
68013	1	1	1	0	28	2196	0	1	0
68113	1	1	1	0	28	2196	0	1	0
68213	1	1	1	0	28	2196	0	1	0
68313	1	1	1	0	28	2196	0	1	0
68413	1	1	1	0	28	2196	0	1	0
68513	1	1	1	0	28	2196	0	1	0
68613	1	1	1	0	28	2196	0	1	0
68713	1	1	1	0	28	2196	0	1	0
68813	1	1	1	0	28	2196	0	1	0
68913	1	1	1	0	28	2196	0	1	0
69013	1	1	1	0	28	2196	0	1	0
69113	1	1	1	0	28	2196	0	1	0
69213	1	1	1	0	28	2196	0	1	0
69313	1	1	1	0	28	2196	0	1	0
69413	1	1	1	0	28	2196	0	1	0
69513	1	1	1	0	28	2196	0	1	0
69613	1	1	1	0	28	2196	0	1	0
69713	1	1	1	0	28	2196	0	1	0
69813	1	1	1	0	28	2196	0	1	0
69913	1	1	1	0	28	2196	0	1	0
70013	1	1	1	0	28	2196	0	1	0
70113	1	1	1	0	28	2196	0	1	0
70213	1	1	1	0	28	2196	0	1	0
70313	1	1	1	0	28	2196	0	1	0
70413	1	1	1	0	28	2196	0	1	0
70513	1	1	1	0	28	2196	0	1	0
70613	1	1	1	0	28	2196	0	1	0
70713	1	1	1	0	28	2196	0	1	0
70813	1	1	1	0	28	2196	0	1	0
70913	1	1	1	0	28	2196	0	1	0
71013	1	1	1	0	28	2196	0	1	0
71113	1	1	1	0	28	2196	0	1	0
71213	1	1	1	0	28	2196	0	1	0
71313	1	1	1	0	28	2196	0	1	0
71413	1	1	1	0	28	2196	0	1	0
71513	1	1	1	0	28	2196	0	1	0
71613	1	1	1	0	28	2196	0	1	0
71713	1	1	1	0	28	2196	0	1	0
71813	1	1	1	0	28	2196	0	1	0
71913	1	1	1	0	28	2196	0	1	0
72013	1	1	1	0	28	2196	0	1	0
72113	1	1	1	0	28	2196	0	1	0
72213	1	1	1	0	28	2196	0	1	0
72313	1	1	1	0	28	2196	0	1	0
72413	1	1	1	0	28	2196	0	1	0
72513	1	1	1	0	28	2196	0	1	0
72613	1	1	1	0	28	2196	0	1	0
72713	1	1	1	0	28	2196	0	1	0
72813	1	1	1	0	28	2196	0	1	0
72913	1	1	1	0	28	2196	0	1	0
73013	1	1	1	0	28	2196	0	1	0
73113	1	1	1	0	28	2196	0	1	0
73213	1	1	1	0	28	2196	0	1	0
73313	1	1	1	0	28	2196	0	1	0
73413	1	1	1	0	28	2196	0	1	0
73513	1	1	1	0	28	2196	0	1	0
73613	1	1	1	0	28	2196	0	1	0
73713	1	1	1	0	28	2196	0	1	0
73813	1	1	1	0	28	2196	0	1	0
73913	1	1	1	0	28	2196	0	1	0
74013	1	1	1	0	28	2196	0	1	0
74113	1	1	1	0	28	2196	0	1	0
74213	1	1	1	0	28	2196	0	1	0
74313	1	1	1	0	28	2196	0	1	0
74413	1	1	1	0	28	2196	0	1	0
74513	1	1	1	0	28	2196	0	1	0
74613	1	1	1	0	28	2196	0	1	0
74713	1	1	1	0	28	2196	0	1	0
74813	1	1	1	0	28	2196	0	1	0
74913	1	1	1	0	28	2196	0	1	0
75013	1	1	1	0	28	2196	0	1	0
75113	1	1	1	0	28	2196	0	1	0
75213	1	1	1	0	28	2196	0	1	0
75313	1	1	1	0	28	2196	0	1	0
75413	1	1	1	0	28	2196	0	1	0
75513	1	1	1	0	28	2196	0	1	0
75613	1	1	1	0	28	2196	0	1	0
75713	1	1	1	0	28	2196	0	1	0
75813	1	1	1	0	28	2196	0	1	0
75913	1	1	1	0	28	2196	0	1	0
76013	1	1	1	0	28	2196	0	1	0
76113	1	1	1	0	28	2196	0	1	0
76213	1	1	1	0	28	2196	0	1	0
76313	1	1	1	0	28	2196	0	1	0
76413	1	1	1	0	28	2196	0	1	0
76513	1	1	1	0	28	2196	0	1	0
76613	1	1	1	0	28	2196	0	1	0
76713	1	1	1	0	28	2196	0	1	0
76813	1	1	1	0	28	2196	0	1	0
76913	1	1	1	0	28	2196	0	1	0
77013	1	1	1	0	28	2196	0	1	0
77113	1	1	1	0	28	2196	0	1	0
77213	1	1	1	0	28	2196	0	1	0
77313	1	1	1	0	28	2196	0	1	0
77413	1	1	1	0	28	2196	0	1	0
77513	1	1	1	0	28	2196	0	1	0
77613	1	1	1	0	28	2196	0	1	0
77713	1	1	1	0	28	2196	0	1	0
77813	1	1	1	0	28	2196	0	1	0
77913	1	1	1	0	28	2196	0	1	0
78013	1	1	1	0	28	2196	0	1	0
78113	1	1	1	0	28	2196	0	1	0
78213	1	1	1	0	28	2196	0	1	0
78313	1	1	1	0	28	2196	0	1	0
78413	1	1	1	0	28	2196	0	1	0
78513	1	1	1	0	28	2196	0	1	0
78613	1	1	1	0	28	2196	0	1	0
78713	1	1	1	0	28	2196	0	1	0
78813	1	1	1	0	28	2196	0	1	0
78913	1	1	1	0	28	2196	0	1	0
79013	1	1	1	0	28	2196	0	1	0
79113	1	1	1	0	28	2196	0	1	0
79213	1	1	1	0	28	2196	0	1	0
79313	1	1	1	0	28	2196	0	1	0
79413	1	1	1	0	28	2196	0	1	0
79513	1	1	1	0	28	2196	0	1	0
79613	1	1	1	0	28	2196	0	1	0
79713	1	1	1	0	28	2196	0	1	0
79813	1	1	1	0	28	2196	0	1	0
79913	1	1	1	0	28	2196	0	1	0
80013	1	1	1	0	28	2196	0	1	0
80113	1	1	1	0	28	2196	0	1	0
80213	1	1	1	0	28	2196	0	1	0
80313	1	1	1	0	28	2196	0	1	0
80413	1	1	1	0	28	2196	0	1	0
80513	1	1	1	0	28	2196	0	1	0
80613	1	1	1	0	28	2196	0	1	0
80713	1	1	1	0	28	2196	0	1	0
80813	1	1	1	0	28	2196	0	1	0
80913	1	1	1	0	28	2196	0	1	0
81013	1	1	1	0	28	2196	0	1	0
81113	1	1	1	0	28	2196	0	1	0
81213	1	1	1	0	28	2196	0	1	0
81313	1	1	1	0	28	2196	0	1	0
81413	1	1	1	0	28	2196	0	1	0
81513	1	1	1	0	28	2196	0	1	0
81613	1	1	1	0	28	2196	0	1	0
81713	1	1	1	0	28	2196	0	1	0
81813	1	1	1	0	28	2196	0	1	0
81913	1	1	1	0	28	2196	0	1	0
82013	1	1	1	0	28	2196	0	1	0
82113	1	1	1	0	28	2196	0	1	0
82213	1	1	1	0	28	2196	0	1	0
82313	1	1	1	0	28	2196	0	1	0
82413	1	1	1	0	28	2196	0	1	0
82513	1	1	1	0	28	2196	0	1	0
82613	1	1	1	0	28	2196	0	1	0
82713	1	1	1	0	28	2196	0	1	0
82813	1	1	1	0	28	2196	0	1	0
82913	1	1	1	0	28	2196	0	1	0
83013	1	1	1	0	28	2196	0	1	0
83113	1	1	1	0	28	2196	0	1	0
83213	1	1	1	0	28	2196	0	1	0
83313	1	1	1	0	28	2196	0	1	0
83413	1	1	1	0	28	2196	0	1	0
83513	1	1	1	0	28	2196	0	1	0
83613	1	1	1	0	28	2196	0	1	0
83713	1	1	1	0	28	2196	0	1	0
83813	1	1	1	0	28	2196	0	1	0
83913	1	1	1	0	28	2196	0	1	0
84013	1	1	1	0	28	2196	0	1	0
84113	1	1	1	0	28	2196	0	1	0
84213	1	1	1	0	28	2196	0	1	0
84313	1	1	1	0	28	2196	0	1	0
84413	1	1	1	0	28	2196	0	1	0
84513	1	1	1	0	28	2196	0	1	0
84613	1	1	1	0	28	2196	0	1	0
84713	1	1	1	0	28	2196	0	1	0
84813	1	1	1	0	28	2196	0	1	0
84913	1	1	1	0	28	2196	0	1	0
85013	1	1	1	0	28	2196	0	1	0
85113	1	1	1	0	28	2196	0	1	0
85213	1	1	1	0	28	2196	0	1	0
85313	1	1	1	0	28	2196	0	1	0
85413	1	1	1	0	28	2196	0	1	0
85513	1	1	1	0	28	2196	0	1	0
85613	1	1	1	0	28	2196	0	1	0
85713	1	1	1	0	28	2196	0	1	0
85813	1	1	1	0	28	2196	0	1	0
85913	1	1	1	0	28	2196	0	1	0
86013	1	1	1	0	28	2196	0	1	0
86113	1	1	1	0	28	2196	0	1	0
86213	1	1	1	0	28	2196	0	1	0
86313	1	1	1	0	28	2196	0	1	0
86413	1	1	1	0	28	2196	0	1	0
86513	1	1	1	0	28	2196	0	1	0
86613	1	1	1	0	28	2196	0	1	0
86713	1	1	1	0	28	2196	0	1	0
86813	1	1	1	0	28	2196	0	1	0
86913	1	1	1	0	28	2196	0	1	0
87013	1	1	1	0	28	2196	0	1	0
87113	1	1	1	0	28	2196	0	1	0
87213	1	1	1	0	28	2196	0	1	0
87313	1	1	1	0	28	2196	0	1	0
87413	1	1	1	0	28	2196	0	1	0
87513	1	1	1	0	28	2196	0	1	0
87613	1	1	1	0	28	2196	0	1	0
87713	1	1	1	0	28	2196	0	1	0
87813	1	1	1	0	28	2196	0	1	0
87913	1	1	1	0	28	2196	0	1	0
88013	1	1	1	0	28	2196	0	1	0
88113	1	1	1	0	28	2196	0	1	0
88213	1	1	1	0	28	2196	0	1	0
88313	1	1	1	0	28	2196	0	1	0
88413	1	1	1	0	28	2196	0	1	0
88513	1	1	1	0	28	2196	0	1	0
88613	1	1	1	0	28	2196	0	1	0
88713	1	1	1	0	28	2196	0	1	0
88813	1	1	1	0	28	2196	0	1	0
88913	1	1	1	0	28	2196	0	1	0
89013	1	1	1	0	28	2196	0	1	0
89113	1	1	1	0	28	2196	0	1	0
89213	1	1	1	0	28	2196	0	1	0
89313	1	1	1	0	28	2196	0	1	0
89413	1	1	1	0	28	2196	0	1	0
89513	1	1	1	0	28	2196	0	1	0
89613	1	1	1	0	28	2196	0	1	0
89713	1	1	1	0	28	2196	0	1	0
89813	1	1	1	0	28	2196	0	1	0
89913	1	1	1	0	28	2196	0	1	0
90013	1	1	1	0	28	2196	0	1	0
90113	1	1	1	0	28	2196	0	1	0
90213	1	1	1	0	28	2196	0	1	0
90313	1	1	1	0	28	2196	0	1	0
90413	1	1	1	0	28	2196	0	1	0
90513	1	1	1	0	28	2196	0	1	0
90613	1	1	1	0	28	2196	0	1	0
90713	1	1	1	0	28	2196	0	1	0
90813	1	1	1	0	28	2196	0	1	0
90913	1	1	1	0	28	2196	0	1	0
91013	1	1	1	0	28	2196	0	1	0
91113	1	1	1	0	28	2196	0	1	0
91213	1	1	1	0	28	2196	0	1	0
91313	1	1	1	0	28	2196	0	1	0
91413	1	1	1	0	28	2196	0	1	0
91513	1	1	1	0	28	2196	0	1	0
91613	1	1	1	0	28	2196	0	1	0
91713	1	1	1	0	28	2196	0	1	0
91813	1	1	1	0	28	2196	0	1	0
91913	1	1	1	0	28	2196	0	1	0
92013	1	1	1	0	28	2196	0	1	0
92113	1	1	1	0	28	2196	0	1	0
92213	1	1	1	0	28	2196	0	1	0
92313	1	1	1	0	28	2196	0	1	0
92413	1	1	1	0	28	2196	0	1	0
92513	1	1	1	0	28	2196	0	1	0
92613	1	1	1	0	28	2196	0	1	0
92713	1	1	1	0	28	2196	0	1	0
92813	1	1	1	0	28	2196	0	1	0
92913	1	1	1	0	28	2196	0	1	0
93013	1	1	1	0	28	2196	0	1	0
93113	1	1	1	0	28	2196	0	1	0
93213	1	1	1	0	28	2196	0	1	0
93313	1	1	1	0	28	2196	0	1	0
93413	1	1	1	0	28	2196	0	1	0
93513	1	1	1	0	28	2196	0	1	0
93613	1	1	1	0	28	2196	0	1	0
93713	1	1	1	0	28	2196	0	1	0
93813	1	1	1	0	28	2196	0	1	0
93913	1	1	1	0	28	2196	0	1	0
94013	1	1	1	0	28	2196	0	1	0
94113	1	1	1	0	28	2196	0	1	0
94213	1	1	1	0	28	2196	0	1	0
94313	1	1	1	0	28	2196	0	1	0
94413	1	1	1	0	28	2196	0	1	0
94513	1	1	1	0	28	2196	0	1	0
94613	1	1	1	0	28	2196	0	1	0
94713	1	1	1	0	28	2196	0	1	0
94813	1	1	1	0	28	2196	0	1	0
94913	1	1	1	0	28	2196	0	1	0
95013	1	1	1	0	28	2196	0	1	0
95113	1	1	1	0	28	2196	0	1	0
95213	1	1	1	0	28	2196	0	1	0
95313	1	1	1	0	28	2196	0	1	0
95413	1	1	1	0	28	2196	0	1	0
95513	1	1	1	0	28	2196	0	1	0
95613	1	1	1	0	28	2196	0	1	0
95713	1	1	1	0	28	2196	0	1	0
95813	1	1	1	0	28	2196	0	1	0
95913	1	1	1	0	28	2196	0	1	0
96013	1	1	1	0	28	2196	0	1	0
96113	1	1	1	0	28	2196	0	1	0
96213	1	1	1	0	28	2196	0	1	0
96313	1	1	1	0	28	2196	0	1	0
96413	1	1	1	0	28	2196	0	1	0
96513	1	1	1	0	28	2196	0	1	0
96613	1	1	1	0	28	2196	0	1	0
96713	1	1	1	0	28	2196	0	1	0
96813	1	1	1	0	28	2196	0	1	0
96913	1	1	1	0	28	2196	0	1	0
97013	1	1	1	0	28	2196	0	1	0
97113	1	1	1	0	28	2196	0	1	0
97213	1	1	1	0	28	2196	0	1	0
97313	1	1	1	0	28	2196	0	1	0
97413	1	1	1	0	28	2196	0	1	0
97513	1	1	1	0	28	2196	0	1	0
97613	1	1	1	0	28	2196	0	1	0
97713	1	1	1	0	28	2196	0	1	0
97813	1	1	1	0	28	2196	0	1	0
97913	1	1	1	0	28	2196	0	1	0
98013	1	1	1	0	28	2196	0	1	0
98113	1	1	1	0	28	2196	0	1	0
98213	1	1	1	0	28	2196	0	1	0
98313	1	1	1	0	28	2196	0	1	0
98413	1	1	1	0	28	2196	0	1	0
98513	1	1	1	0	28	2196	0	1	0
98613	1	1	1	0	28	2196	0	1	0
98713	1	1	1	0	28	2196	0	1	0
98813	1	1	1	0	28	2196	0	1	0
98913	1	1	1	0	28	2196	0	1	0
99013	1	1	1	0	28	2196	0	1	0
99113	1	1	1	0	28	2196	0	1	0
99213	1	1	1	0	28	2196	0	1	0
99313	1	1	1	0	28	2196	0	1	0
99413	1	1	1	0	28	2196	0	1	0
99513	1	1	1	0	28	2196	0	1	0
99613	1	1	1	0	28	2196	0	1	0
99713	1	1	1	0	28	2196	0	1	0
99813	1	1	1	0	28	2196	0	1	0
99913	1	1	1	0	28	2196	0	1	0
