% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.311	1	1	32	2	4	28	2196	0	0	0
0.411	1	1	42	2	4	28	2196	0	0	0
0.511	1	1	52	2	4	28	2196	0	0	0
0.611	1	1	62	2	4	28	2196	0	0	0
0.711	1	1	72	2	4	28	2196	0	0	0
0.811	1	1	82	2	4	28	2196	0	0	0
0.911	1	1	92	2	4	28	2196	0	0	0
0.918	1	1	92	9	4	28	2196	0	0	0
1.011	1	1	102	2	4	28	2196	0	0	0
