% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.000214285	1	1	0	6.1547e-09	1.29753e+07	0
0.00121428	1	1	0	1.30826e-08	2.75898e+07	0
0.00221428	1	1	0	1.24257e-08	2.61729e+07	0
0.00321428	1	1	0	1.17903e-08	2.4804e+07	0
0.00421428	1	1	0	1.11709e-08	2.34717e+07	0
0.00521428	1	1	0	1.05725e-08	2.21868e+07	0
0.00621428	1	1	0	9.99675e-09	2.09525e+07	0
0.00721428	1	1	0	9.44217e-09	1.97662e+07	0
0.00821428	1	1	0	8.91567e-09	1.86418e+07	0
0.00921428	1	1	0	8.41089e-09	1.75668e+07	0
0.0102143	1	1	0	7.93845e-09	1.65625e+07	0
0.0112143	1	1	0	7.48852e-09	1.56094e+07	0
0.0122143	1	1	0	7.07346e-09	1.47322e+07	0
0.0132143	1	1	0	6.68317e-09	1.3911e+07	0
0.0142143	1	1	0	6.32798e-09	1.31661e+07	0
0.0152143	1	1	0	6.00107e-09	1.24843e+07	0
0.0162143	1	1	0	5.70858e-09	1.18775e+07	0
0.0172143	1	1	0	5.44721e-09	1.13393e+07	0
0.0182143	1	1	0	5.21912e-09	1.08737e+07	0
0.0192143	1	1	0	5.02343e-09	1.04791e+07	0
0.0202143	1	1	0	4.85987e-09	1.01548e+07	0
0.0212143	1	1	1	4.72975e-09	9.90314e+06	0
0.0222143	1	1	1	4.63024e-09	9.71848e+06	0
0.0232143	1	1	1	4.56477e-09	9.60744e+06	0
0.0242143	1	1	1	4.52786e-09	9.55885e+06	0
0.0252143	1	1	1	4.52534e-09	9.58429e+06	0
0.0262143	1	1	1	4.5487e-09	9.66624e+06	0
0.0272143	1	1	1	4.60534e-09	9.81964e+06	0
0.0282143	1	1	1	4.68717e-09	1.00276e+07	0
0.0292143	1	1	1	4.79952e-09	1.0301e+07	0
0.0302143	1	1	1	4.93628e-09	1.06269e+07	0
0.0312143	1	1	1	5.10019e-09	1.10109e+07	0
0.0322143	1	1	1	5.28779e-09	1.14454e+07	0
0.0332143	1	1	1	5.49848e-09	1.19291e+07	0
0.0342143	1	1	1	5.73234e-09	1.2462e+07	0
0.0352143	1	1	1	5.98482e-09	1.30341e+07	0
0.0362143	1	1	1	6.26046e-09	1.36553e+07	0
0.0372143	1	1	1	6.5489e-09	1.43029e+07	0
0.0382143	1	1	1	6.86064e-09	1.49997e+07	0
0.0392143	1	1	1	7.17882e-09	1.5709e+07	0
0.0402143	1	1	1	7.51934e-09	1.64652e+07	0
0.0412143	1	1	1	7.86272e-09	1.7226e+07	0
0.0422143	1	1	1	8.22443e-09	1.80249e+07	0
0.0432143	1	1	1	8.58853e-09	1.88273e+07	0
0.0442143	1	1	1	8.96505e-09	1.96549e+07	0
0.0452143	1	1	1	9.34418e-09	2.04864e+07	0
0.0462143	1	1	1	9.72919e-09	2.13288e+07	0
0.0472143	1	1	1	1.01178e-08	2.2177e+07	0
0.0482143	1	1	1	1.05051e-08	2.30208e+07	0
0.0492143	1	1	1	1.08978e-08	2.38741e+07	0
0.0502143	1	1	1	1.12817e-08	2.47065e+07	0
0.0512143	1	1	1	1.16733e-08	2.55538e+07	0
0.0522143	1	1	1	1.20482e-08	2.63628e+07	0
0.0532143	1	1	1	1.24334e-08	2.71924e+07	0
0.0542143	1	1	1	1.27966e-08	2.79722e+07	0
0.0552143	1	1	1	1.31677e-08	2.87676e+07	0
0.0562143	1	1	1	1.35178e-08	2.95153e+07	0
0.0572143	1	1	1	1.38687e-08	3.02631e+07	0
0.0582143	1	1	1	1.42019e-08	3.09706e+07	0
0.0592143	1	1	1	1.45286e-08	3.16624e+07	0
0.0602143	1	1	1	1.48416e-08	3.23228e+07	0
0.0612143	1	1	1	1.51408e-08	3.29516e+07	0
0.0622143	1	1	1	1.5431e-08	3.35593e+07	0
0.0632143	1	1	1	1.56999e-08	3.41196e+07	0
0.0642143	1	1	1	1.59653e-08	3.46704e+07	0
0.0652143	1	1	1	1.62021e-08	3.51581e+07	0
0.0662143	1	1	1	1.64411e-08	3.56492e+07	0
