0	0	3	21.4485	1.62357	-65.105	0	
0	0.333333	3	21.7403	4.69321	-61.2893	0	
0	0.666667	3	19.102	3.93623	-61.3273	0	
0	1	3	20.828	8.47113	-64.9248	0	
0	1.33333	3	20.6957	0.464844	-61.3324	0	
0	1.66667	3	22.2064	1.2616	-61.9337	0	
0	2	3	22.083	-0.161675	-65.5265	0	
0	2.33333	3	22.4691	2.92632	-62.8536	0	
0	2.66667	3	20.6008	0.229387	-63.879	0	
0	3	3	22.9322	1.42786	-61.5918	0	
0	3.33333	3	22.8124	3.40629	-62.3604	0	
0	3.66667	3	23.5309	5.13874	-60.7391	0	
0	4	3	19.6531	-4.1322	-60.9113	0	
0	4.33333	3	22.7838	4.34421	-62.7205	0	
0	4.66667	3	23.0991	3.19366	-61.2904	0	
0	5	3	22.2229	0.291018	-61.4299	0	
0	5.33333	3	23.1955	3.43944	-61.2705	0	
0	5.66667	3	23.5311	2.34563	-64.0118	0	
0	6	3	23.1393	3.28162	-61.466	0	
0	6.33333	3	23.7418	4.42665	-62.1244	0	
0	6.66667	3	23.7076	1.81325	-59.4363	0	
0	7	3	23.8754	8.09482	-59.4896	0	
0	7.33333	3	24.4781	5.90562	-59.6652	0	
0	7.66667	3	24.067	1.98273	-59.8375	0	
0	8	3	23.7526	3.16014	-60.035	0	
0	8.33333	3	26.2787	7.12366	-60.7831	0	
0	8.66667	3	19.2794	-4.26823	-61.4886	0	
0	9	3	24.3687	15.5607	-60.8923	0	
0	9.33333	3	24.588	2.8055	-61.5527	0	
0	9.66667	3	23.8763	6.47173	-60.7402	0	
0	10	3	24.4845	5.91279	-63.6232	0	
0	10.3333	3	25.1213	4.54397	-60.1508	0	
0	10.6667	3	25.9181	6.04433	-59.965	0	
0	11	3	25.8419	7.53826	-59.6092	0	
0	11.3333	3	24.4687	7.11791	-60.1001	0	
0	11.6667	3	25.1119	4.50599	-59.4074	0	
0	12	3	25.6247	3.89852	-61.0994	0	
0	12.3333	3	25.4053	3.84774	-59.5582	0	
0	12.6667	3	25.7411	3.14226	-58.9031	0	
0	13	3	26.3756	3.92963	-59.021	0	
0	13.3333	3	26.8385	6.57073	-59.5488	0	
0	13.6667	3	25.7827	6.3493	-58.6841	0	
0	14	3	26.327	3.80017	-57.9934	0	
