% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.5	0.75	1	1	1	4	1	155	1	155	0.00342689	0	0.00342689	0.00342689	155	0	155	155	
0.75	1	1	1	1	4	1	155	1	155	0.00362731	0	0.00362731	0.00362731	155	0	155	155	
1	1.25	1	1	1	4	1	155	1	155	0.00300981	0	0.00300981	0.00300981	155	0	155	155	
1.5	1.75	1	1	1	4	1	155	1	155	0.00300304	0	0.00300304	0.00300304	155	0	155	155	
1.75	2	1	1	1	4	1	155	1	155	0.00308719	0	0.00308719	0.00308719	155	0	155	155	
2	2.25	1	1	1	4	1	155	1	155	0.00318358	0	0.00318358	0.00318358	155	0	155	155	
2.25	2.5	1	1	1	4	1	155	1	155	0.00331153	0	0.00331153	0.00331153	155	0	155	155	
2.75	3	1	1	1	4	1	155	1	155	0.00376947	0	0.00376947	0.00376947	155	0	155	155	
3.25	3.5	1	1	1	4	1	155	1	155	0.00332746	0	0.00332746	0.00332746	155	0	155	155	
3.5	3.75	1	1	1	4	2	310	2	310	0.00331945	0.00042907	0.00301605	0.00362285	155	0	155	155	
4.75	5	1	1	1	4	1	155	1	155	0.00312278	0	0.00312278	0.00312278	155	0	155	155	
5.5	5.75	1	1	1	4	2	310	2	310	0.0032689	0.000203903	0.00312472	0.00341308	155	0	155	155	
6.5	6.75	1	1	1	4	1	155	1	155	0.00313341	0	0.00313341	0.00313341	155	0	155	155	
7.25	7.5	1	1	1	4	1	155	1	155	0.00301829	0	0.00301829	0.00301829	155	0	155	155	
7.5	7.75	1	1	1	4	1	155	1	155	0.00393689	0	0.00393689	0.00393689	155	0	155	155	
8.25	8.5	1	1	1	4	1	155	1	155	0.00355895	0	0.00355895	0.00355895	155	0	155	155	
8.5	8.75	1	1	1	4	1	155	1	155	0.00302799	0	0.00302799	0.00302799	155	0	155	155	
9.25	9.5	1	1	1	4	1	155	1	155	0.00313213	0	0.00313213	0.00313213	155	0	155	155	
9.5	9.75	1	1	1	4	1	155	1	155	0.00339718	0	0.00339718	0.00339718	155	0	155	155	
