0	0	3	24.1187	5.59994	-59.7011	0	
0	0.333333	3	23.29	-0.755999	-62.9412	0	
0	0.666667	3	23.5771	-0.476873	-57.8559	0	
0	1	3	23.295	-2.19356	-61.2144	0	
0	1.33333	3	23.2506	0.547351	-58.2914	0	
0	1.66667	3	24.2055	3.25784	-61.682	0	
0	2	3	23.2586	-0.115856	-57.4855	0	
0	2.33333	3	22.8192	-3.52543	-59.533	0	
0	2.66667	3	25.484	-0.864314	-58.1373	0	
0	3	3	23.9195	2.74454	-59.0518	0	
0	3.33333	3	23.2181	2.72586	-57.384	0	
0	3.66667	3	23.1964	-1.06503	-59.1412	0	
0	4	3	23.3524	-1.67076	-58.5843	0	
0	4.33333	3	24.6287	-0.649198	-58.2606	0	
0	4.66667	3	23.8085	-1.22181	-58.9056	0	
0	5	3	23.7752	0.499433	-60.7921	0	
0	5.33333	3	23.1885	-4.21825	-57.9572	0	
0	5.66667	3	23.4915	-3.15994	-58.7396	0	
0	6	3	22.4909	-4.1092	-58.5406	0	
0	6.33333	3	24.5658	1.77351	-57.9192	0	
0	6.66667	3	23.258	-2.10575	-58.435	0	
0	7	3	23.5877	-2.79051	-57.6146	0	
0	7.33333	3	24.2596	-2.43972	-57.5635	0	
0	7.66667	3	24.7888	-0.695064	-59.9732	0	
0	8	3	24.6631	-2.27615	-57.4653	0	
0	8.33333	3	24.6445	0.929246	-57.6026	0	
0	8.66667	3	24.4697	-1.75705	-58.0519	0	
0	9	3	25.8739	0.392442	-56.8206	0	
0	9.33333	3	24.7013	-0.832281	-57.1589	0	
0	9.66667	3	23.7141	-3.73319	-57.2805	0	
0	10	3	25.8324	-2.37812	-58.309	0	
0	10.3333	3	24.295	-2.20962	-57.457	0	
0	10.6667	3	27.5536	2.19809	-59.966	0	
0	11	3	26.2566	-2.00828	-56.7393	0	
0	11.3333	3	25.7587	1.29511	-57.3575	0	
0	11.6667	3	27.4969	3.2071	-56.6894	0	
0	12	3	27.971	2.1881	-56.4008	0	
0	12.3333	3	28.7745	2.54855	-56.1835	0	
0	12.6667	3	27.727	1.65186	-56.2256	0	
0	13	3	28.0302	1.73302	-56.1193	0	
0	13.3333	3	29.4227	2.93639	-58.1001	0	
0	13.6667	3	27.9162	3.21255	-55.0125	0	
0	14	3	28.1827	2.51628	-56.0277	0	
0	14.3333	3	28.0514	1.85055	-54.9319	0	
0	14.6667	3	28.7856	2.19229	-53.8302	0	
