% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	1	1	21255.8	0
0.081	1	1	1	3560.96	0
0.121	1	1	1	12198.9	0
0.161	1	1	1	28839.6	0
0.201	1	1	1	8006.77	0
0.241	1	1	1	5042.72	0
0.281	1	1	1	2757.56	0
0.321	1	1	1	2597.89	0
0.361	1	1	1	3673.42	0
0.401	1	1	1	3034.52	0
0.441	1	1	1	4759.97	0
0.481	1	1	1	4148.12	0
0.521	1	1	1	5754.75	0
0.561	1	1	1	1356.33	0
0.601	1	1	1	8123.58	0
0.641	1	1	1	6819.44	0
0.681	1	1	1	3396.57	0
0.721	1	1	1	11147.7	0
0.761	1	1	1	7165.09	0
0.801	1	1	1	16801.8	0
0.841	1	1	1	1767.92	0
0.881	1	1	1	1141.99	0
0.921	1	1	1	7528.04	0
0.961	1	1	1	5780.21	0
1.001	1	1	1	4267.86	0
1.041	1	1	1	1363.18	0
1.081	1	1	1	3097.56	0
1.121	1	1	1	2266.2	0
1.161	1	1	1	4407.22	0
1.201	1	1	1	2434.03	0
1.241	1	1	1	2599.57	0
1.281	1	1	1	11676.6	0
1.321	1	1	1	2999.75	0
1.361	1	1	1	1966.36	0
1.401	1	1	1	1734.03	0
1.441	1	1	1	787.625	0
1.481	1	1	1	2421.41	0
1.521	1	1	1	2866.47	0
1.561	1	1	1	13273.8	0
1.601	1	1	1	5144.8	0
1.641	1	1	1	8648.4	0
1.681	1	1	1	7852.18	0
1.721	1	1	1	3441.52	0
1.761	1	1	1	15277	0
1.801	1	1	1	3816.89	0
1.841	1	1	1	2787.84	0
1.881	1	1	1	11505.2	0
1.921	1	1	1	8077.23	0
1.961	1	1	1	20965.2	0
2.001	1	1	1	2203.54	0
2.041	1	1	1	2653.75	0
2.081	1	1	1	6479.22	0
2.121	1	1	1	24817.4	0
2.161	1	1	1	3131.88	0
2.201	1	1	1	1145.71	0
2.241	1	1	1	3564.59	0
2.281	1	1	1	1425.39	0
2.321	1	1	1	1411.46	0
2.361	1	1	1	10726.4	0
2.401	1	1	1	27010.3	0
2.441	1	1	1	10941.2	0
2.481	1	1	1	32395.7	0
2.521	1	1	1	20738.7	0
2.561	1	1	1	10629.5	0
2.601	1	1	1	3310.72	0
2.641	1	1	1	8621.2	0
2.681	1	1	1	4393.04	0
2.721	1	1	1	8715.91	0
2.761	1	1	1	1365.8	0
2.801	1	1	1	4690.89	0
2.841	1	1	1	26126.5	0
2.881	1	1	1	8871.74	0
2.921	1	1	1	11325.7	0
2.961	1	1	1	3225.47	0
3.001	1	1	1	2767.79	0
3.041	1	1	1	2408.8	0
3.081	1	1	1	555.767	0
3.121	1	1	1	523.553	0
3.161	1	1	1	3193.03	0
3.201	1	1	1	3222.58	0
3.241	1	1	1	1942.48	0
3.281	1	1	1	4812.27	0
3.321	1	1	1	4309.05	0
3.361	1	1	1	6014.61	0
3.401	1	1	1	17553.7	0
3.441	1	1	1	8062.94	0
3.481	1	1	1	21682	0
3.521	1	1	1	5085.6	0
3.561	1	1	1	2088.62	0
3.601	1	1	1	2790.76	0
3.641	1	1	1	6774.34	0
3.681	1	1	1	2330.43	0
3.721	1	1	1	4896.81	0
3.761	1	1	1	5191.3	0
3.801	1	1	1	3529.24	0
3.841	1	1	1	3458.75	0
3.881	1	1	1	6330.86	0
3.921	1	1	1	34449.5	0
3.961	1	1	1	9187.24	0
4.001	1	1	1	3663.37	0
4.041	1	1	1	6005.94	0
4.081	1	1	1	1765.45	0
4.121	1	1	1	12358.4	0
4.161	1	1	1	4567.15	0
4.201	1	1	1	1513.4	0
4.241	1	1	1	14220.6	0
4.281	1	1	1	1688.89	0
4.321	1	1	1	1899.01	0
4.361	1	1	1	2437.72	0
4.401	1	1	1	2860.3	0
4.441	1	1	1	8833.7	0
4.481	1	1	1	1813.84	0
4.521	1	1	1	1331.29	0
4.561	1	1	1	2702.31	0
4.601	1	1	1	8219.63	0
4.641	1	1	1	7059.66	0
4.681	1	1	1	4000.96	0
4.721	1	1	1	9587.35	0
4.761	1	1	1	9869.08	0
4.801	1	1	1	7614.97	0
4.841	1	1	1	7934.32	0
4.881	1	1	1	2928.37	0
4.921	1	1	1	1953.13	0
4.961	1	1	1	2179.87	0
5.001	1	1	1	7984.75	0
5.041	1	1	1	1802.12	0
5.081	1	1	1	4459.91	0
5.121	1	1	1	25481.6	0
5.161	1	1	1	1981.82	0
5.201	1	1	1	3868.71	0
5.241	1	1	1	5950.89	0
5.281	1	1	1	1005.83	0
5.321	1	1	1	1294.85	0
5.361	1	1	1	7577.03	0
5.401	1	1	1	996.342	0
5.441	1	1	1	2756.81	0
5.481	1	1	1	3360.87	0
5.521	1	1	1	2850.65	0
5.561	1	1	1	1760.75	0
5.601	1	1	1	2021.08	0
5.641	1	1	1	2601.61	0
5.681	1	1	1	3786.89	0
5.721	1	1	1	14065.9	0
5.761	1	1	1	5077.1	0
5.801	1	1	1	5671.58	0
5.841	1	1	1	4395.91	0
5.881	1	1	1	2191.37	0
5.921	1	1	1	8918.79	0
5.961	1	1	1	7652.61	0
6.001	1	1	1	10663.6	0
6.041	1	1	1	3033.4	0
6.081	1	1	1	1523.98	0
6.121	1	1	1	2341.7	0
6.161	1	1	1	2348.35	0
6.201	1	1	1	9549.72	0
6.241	1	1	1	3953.51	0
6.281	1	1	1	1436.87	0
6.321	1	1	1	5065.38	0
6.361	1	1	1	6504.07	0
6.401	1	1	1	5374.04	0
6.441	1	1	1	5479	0
6.481	1	1	1	2778.34	0
6.521	1	1	1	5789.7	0
6.561	1	1	1	1918.45	0
6.601	1	1	1	1368.5	0
6.641	1	1	1	1640.94	0
6.681	1	1	1	7959.59	0
6.721	1	1	1	13419.7	0
6.761	1	1	1	5292.2	0
6.801	1	1	1	4358.08	0
6.841	1	1	1	5218.73	0
6.881	1	1	1	6260.67	0
6.921	1	1	1	8782.32	0
6.961	1	1	1	6052.34	0
7.001	1	1	1	5830.64	0
7.041	1	1	1	5652.03	0
7.081	1	1	1	1582.33	0
7.121	1	1	1	980.361	0
7.161	1	1	1	2682.59	0
7.201	1	1	1	2763.63	0
7.241	1	1	1	2624.36	0
7.281	1	1	1	5656.78	0
7.321	1	1	1	7273.75	0
7.361	1	1	1	2610.61	0
7.401	1	1	1	1013.91	0
7.441	1	1	1	753.837	0
7.481	1	1	1	613.647	0
7.521	1	1	1	5209.78	0
7.561	1	1	1	1433.56	0
7.601	1	1	1	2195.55	0
7.641	1	1	1	3806.46	0
7.681	1	1	1	1993.12	0
7.721	1	1	1	1839.27	0
7.761	1	1	1	4345.21	0
7.801	1	1	1	6762.58	0
7.841	1	1	1	3554.18	0
7.881	1	1	1	3377.95	0
7.921	1	1	1	8968.53	0
7.961	1	1	1	4123.83	0
8.001	1	1	1	9496.37	0
8.041	1	1	1	15344.5	0
8.081	1	1	1	13722.8	0
8.121	1	1	1	2919.12	0
8.161	1	1	1	14281	0
8.201	1	1	1	10266.5	0
8.241	1	1	1	5098.6	0
8.281	1	1	1	5645.82	0
8.321	1	1	1	3460.31	0
8.361	1	1	1	5054.72	0
8.401	1	1	1	8343.79	0
8.441	1	1	1	1452.83	0
8.481	1	1	1	4675.71	0
8.521	1	1	1	21147.6	0
8.561	1	1	1	21138.3	0
8.601	1	1	1	7748.33	0
8.641	1	1	1	10238.7	0
8.681	1	1	1	10419.7	0
8.721	1	1	1	2274.46	0
8.761	1	1	1	2144.74	0
8.801	1	1	1	1632.01	0
8.841	1	1	1	3800.28	0
8.881	1	1	1	4290.84	0
8.921	1	1	1	937.065	0
8.961	1	1	1	4070.46	0
9.001	1	1	1	10958.9	0
9.041	1	1	1	34071	0
9.081	1	1	1	16221.3	0
9.121	1	1	1	2529.18	0
9.161	1	1	1	10986.3	0
9.201	1	1	1	8470.72	0
9.241	1	1	1	2364.14	0
9.281	1	1	1	4537.39	0
9.321	1	1	1	1800.6	0
9.361	1	1	1	5370.93	0
9.401	1	1	1	5355.57	0
9.441	1	1	1	3611.35	0
9.481	1	1	1	15192.2	0
9.521	1	1	1	9832.51	0
9.561	1	1	1	2766.86	0
9.601	1	1	1	9522.28	0
9.641	1	1	1	4631.01	0
9.681	1	1	1	5557.04	0
9.721	1	1	1	17035.9	0
9.761	1	1	1	10315.8	0
9.801	1	1	1	2424.67	0
9.841	1	1	1	3215.57	0
9.881	1	1	1	2952.89	0
9.921	1	1	1	2792.33	0
9.961	1	1	1	2621.13	0
